EmployeeID,Name,Gender,Age,Department,JobRole,EducationLevel,JoiningDate,CountryCode,Country,PhoneNumber,MonthlySalary,OvertimeHoursPerMonth,LeavesTaken,LastLeaveDate,LeaveDayName,ProjectsHandled,TrainingHours,CustomerSatisfaction,LastPromotionYear,YearsAtCompany,WorkLifeBalanceScore,PerformanceRating,AttritionRisk
330,Alexander Murray,Female,47,IT,Developer,5,2011-04-12,+1,Canada,4775902111,121204,34,24,2024-12-02,Monday,13,22,,2013,14,-0.8,4,No
331,Catherine Raymond,Other,56,Sales,Account Manager,2,2020-03-13,+49,Germany,1152619884,48764,7,14,2024-01-13,Saturday,9,53,9.0,2023,5,6.27,3,No
332,Lisa White,Female,43,Sales,Sales Executive,5,2020-07-12,+44,UK,4365421044,111995,10,7,2024-06-23,Sunday,1,64,8.0,2022,5,6.83,4,No
333,Marie Wilcox,Female,23,HR,HR Manager,1,2018-11-06,+33,France,8727570494,146939,16,13,2024-12-11,Wednesday,11,26,,2020,7,4.63,3,No
334,Kevin George,Male,38,Sales,Account Manager,2,2022-02-07,+91,India,9137902072,131509,26,26,2024-10-11,Friday,12,28,9.0,2024,3,0.47,5,No
335,Justin Howard,Other,36,Support,Support Engineer,5,2016-01-20,+1,USA,2260803796,49565,38,26,2024-06-02,Sunday,12,10,8.0,2022,9,-1.93,2,Yes
336,Ryan Wood,Female,35,HR,HR Executive,5,2015-11-28,+33,France,0240349231,85186,33,12,2024-04-07,Sunday,5,79,,2022,10,1.4,3,No
337,Jesse Cline,Female,37,Marketing,SEO Analyst,3,2014-09-04,+44,UK,0718429194,170101,12,26,2024-11-28,Thursday,11,56,,2024,11,3.27,3,No
338,William Wright,Female,42,Marketing,SEO Analyst,1,2019-03-03,+91,India,7395608143,166547,29,25,2024-06-26,Wednesday,7,7,,2021,6,0.03,3,No
339,Jeffery Anderson,Male,46,Marketing,Content Lead,5,2021-12-10,+1,USA,3633566962,136830,0,12,2024-02-14,Wednesday,4,30,,2021,4,8.0,3,No
340,Denise Martinez,Other,36,Marketing,Content Lead,2,2012-06-13,+1,USA,4546010618,89473,15,20,2024-12-17,Tuesday,3,5,,2016,13,3.67,3,No
341,Benjamin Robinson,Female,28,Finance,Auditor,3,2023-03-27,+44,UK,7992870504,80131,28,19,2024-06-20,Thursday,2,29,,2023,2,1.23,3,No
342,Terry Hunt,Female,36,IT,Tester,4,2017-12-11,+91,India,1753483241,60436,27,29,2024-10-03,Thursday,15,57,,2023,8,-0.23,4,No
343,Chelsey Smith,Female,42,HR,HR Executive,5,2021-11-02,+91,India,0271662559,167857,3,23,2024-02-22,Thursday,4,48,,2024,4,5.57,3,No
344,Jeff Oconnor,Female,33,Finance,Auditor,2,2021-01-21,+1,Canada,2287280886,153228,30,13,2024-06-12,Wednesday,8,14,,2021,4,1.83,4,No
345,Brendan Henson,Male,47,Finance,Accountant,5,2021-09-03,+91,India,9652750378,109066,22,1,2024-03-22,Friday,5,30,,2021,4,5.43,3,No
346,Christina Sanders,Male,55,HR,HR Manager,1,2016-10-14,+33,France,5447657630,136921,33,13,2024-06-04,Tuesday,1,67,,2021,9,1.23,3,No
347,Douglas Nelson,Male,32,HR,HR Executive,2,2021-03-13,+91,India,0244424385,99855,9,16,2024-06-13,Thursday,3,40,,2021,4,5.53,4,No
348,Mary Turner,Male,36,IT,Developer,4,2010-12-08,+33,France,0046391310,40969,34,21,2024-11-22,Friday,15,53,,2013,15,-0.3,2,Yes
349,Kevin Brown,Other,21,Sales,Sales Executive,1,2015-11-03,+49,Germany,5530911738,88812,7,19,2024-03-03,Sunday,3,40,9.0,2018,10,5.43,5,No
350,Jonathan Bishop,Female,33,Marketing,Content Lead,2,2012-05-06,+33,France,2554142968,96146,10,11,2024-09-21,Saturday,6,38,,2023,13,6.17,3,No
351,Maurice Lee,Male,33,HR,HR Manager,5,2015-03-08,+1,USA,4332872805,76013,11,3,2024-08-09,Friday,4,51,,2015,10,7.3,3,No
352,Austin Jackson,Male,53,Support,Helpdesk,2,2018-07-23,+33,France,2709050167,86146,31,7,2024-07-07,Sunday,7,5,3.0,2024,7,2.63,2,Yes
353,Mary Burgess,Female,36,IT,Tester,1,2020-07-14,+1,Canada,3098179111,133790,2,26,2024-11-09,Saturday,10,74,,2023,5,5.27,4,No
354,Patricia Reed,Female,47,Support,Helpdesk,2,2020-01-21,+1,USA,6350530801,82116,17,15,2024-10-09,Wednesday,3,21,6.0,2020,5,4.1,4,No
355,Nancy Simpson,Female,36,Sales,Account Manager,2,2020-12-18,+1,Canada,7962011443,174515,6,6,2024-12-20,Friday,2,55,1.0,2022,5,7.8,4,No
356,Justin Huerta,Female,51,IT,Tester,2,2014-12-27,+1,USA,7167067069,32394,38,9,2024-05-18,Saturday,6,9,,2014,11,0.9,3,No
357,Henry Davis,Other,28,HR,HR Executive,2,2015-03-23,+1,Canada,1154536628,167537,5,14,2024-12-23,Monday,12,43,,2021,10,6.67,3,No
358,Nancy Allen,Male,55,IT,Engineer,3,2011-09-05,+1,USA,2158817355,172995,23,3,2024-08-09,Friday,2,55,,2018,14,4.9,3,No
359,Jill Hill,Male,32,HR,HR Executive,1,2013-06-01,+33,France,0789079524,92794,4,22,2024-02-12,Monday,5,17,,2022,12,5.53,3,No
360,Nicholas Barnes,Other,48,HR,HR Manager,2,2022-09-23,+33,France,9216394066,137935,35,17,2024-04-07,Sunday,8,66,,2024,3,0.17,3,No
361,Emily Richardson,Female,44,Marketing,SEO Analyst,2,2018-05-15,+1,Canada,6999354621,115462,19,16,2024-02-21,Wednesday,13,78,,2021,7,3.53,4,No
362,Chad Potter,Other,27,Support,Helpdesk,3,2017-11-18,+91,India,1651855851,87597,5,14,2024-04-19,Friday,1,30,6.0,2019,8,6.67,2,No
363,Elizabeth Mcdonald,Female,58,Support,Helpdesk,3,2020-08-02,+44,UK,7612919236,55055,26,3,2024-12-21,Saturday,13,26,3.0,2024,5,4.3,4,No
364,Mrs. Lisa Willis,Male,43,IT,Tester,1,2012-11-09,+33,France,4358178077,137797,9,6,2024-11-28,Thursday,10,17,,2018,13,7.2,2,No
365,Kathryn Henry,Female,43,Sales,Sales Executive,1,2013-05-15,+33,France,4139853201,53127,30,18,2024-10-28,Monday,15,7,3.0,2024,12,1.0,3,No
366,Joshua Meyer,Male,34,Support,Helpdesk,4,2017-01-10,+44,UK,3435559949,140036,27,16,2024-06-02,Sunday,5,80,3.0,2023,8,1.93,3,No
367,Michelle Jackson,Other,40,Finance,Accountant,4,2011-12-20,+33,France,1500426893,124811,15,6,2024-02-19,Monday,9,75,,2018,14,6.0,3,No
368,Jason Camacho,Other,39,IT,Developer,5,2020-04-06,+1,Canada,7468339519,155312,25,4,2024-08-06,Tuesday,12,10,,2024,5,4.33,2,Yes
369,Zachary King,Male,49,Sales,Account Manager,3,2022-10-07,+1,Canada,0230414465,105484,32,30,2024-04-12,Friday,4,10,7.0,2023,3,-1.4,3,No
370,Heather Hill,Female,25,HR,HR Executive,1,2023-03-06,+91,India,1638274903,104217,10,0,2024-09-15,Sunday,11,24,,2024,2,8.0,5,No
371,Hannah Webb,Male,46,Finance,Accountant,1,2021-12-19,+33,France,8407071374,167454,15,5,2024-06-03,Monday,10,67,,2024,4,6.17,3,No
372,Daniel Floyd,Other,33,IT,Developer,5,2016-02-17,+49,Germany,5777613520,68529,40,0,2024-06-21,Friday,10,69,,2021,9,2.0,2,Yes
373,Kenneth Ford,Female,31,Finance,Auditor,4,2010-02-15,+1,USA,1656075541,53142,28,1,2024-07-23,Tuesday,5,48,,2018,15,4.23,3,No
374,Joshua Green,Male,58,Finance,Accountant,5,2016-03-28,+1,Canada,0083206913,40979,18,25,2024-06-04,Tuesday,15,46,,2023,9,2.23,3,No
375,Bryan Torres,Female,46,Marketing,SEO Analyst,4,2016-07-20,+91,India,5584253709,161498,23,3,2024-06-02,Sunday,11,65,,2018,9,4.9,4,No
376,James Henderson,Female,21,IT,Engineer,4,2011-02-08,+1,USA,8841080525,147713,23,24,2024-07-22,Monday,13,43,,2020,14,1.4,3,No
377,Timothy Morris,Other,22,Sales,Sales Executive,1,2023-07-18,+33,France,1496194293,93080,30,15,2024-02-15,Thursday,10,66,8.0,2024,2,1.5,3,No
378,Dillon Daniel,Male,56,Sales,Sales Executive,1,2011-02-26,+1,Canada,1029344750,129210,39,8,2024-10-21,Monday,8,31,5.0,2015,14,0.87,1,Yes
379,Shelley Anthony,Other,51,Support,Support Engineer,1,2012-10-21,+49,Germany,4351406211,37689,15,3,2024-04-05,Friday,4,19,8.0,2024,13,6.5,2,No
380,Edward Jennings,Female,30,Marketing,SEO Analyst,5,2011-08-27,+33,France,7341632421,173685,20,23,2024-12-17,Tuesday,6,37,,2013,14,2.17,3,No
381,Dana Steele,Female,46,IT,Tester,4,2014-09-26,+1,USA,3145189594,68482,3,0,2024-04-06,Saturday,1,24,,2020,11,9.4,2,No
382,Caitlyn Hayes,Male,37,Support,Support Engineer,1,2018-06-08,+91,India,0141442204,51630,11,28,2024-01-05,Friday,2,6,3.0,2023,7,3.13,3,No
383,Kathleen Rasmussen,Male,31,IT,Engineer,2,2023-04-01,+91,India,0306415511,41134,31,0,2024-12-08,Sunday,2,19,,2024,2,3.8,4,No
384,Kyle Fuller,Male,22,Sales,Sales Executive,5,2021-08-14,+44,UK,4387641572,46137,29,25,2024-10-09,Wednesday,11,50,4.0,2021,4,0.03,3,No
385,Jill Bass,Female,54,HR,HR Manager,5,2016-02-26,+91,India,4207713318,38595,12,1,2024-09-12,Thursday,14,8,,2017,9,7.43,3,No
386,Lindsey Mcmillan,Male,52,Sales,Sales Executive,3,2011-01-05,+33,France,9961638351,175777,26,23,2024-01-02,Tuesday,6,80,4.0,2014,14,0.97,3,No
387,Bryan Briggs,Other,32,Sales,Account Manager,4,2018-11-10,+91,India,5466504216,102650,3,2,2024-10-14,Monday,13,30,1.0,2020,7,9.07,5,No
388,Ms. Amanda Campbell,Female,51,Marketing,Content Lead,1,2012-06-19,+1,Canada,8512300121,107276,13,0,2024-03-12,Tuesday,15,6,,2015,13,7.4,5,No
389,Martha Henson,Other,22,Support,Support Engineer,3,2018-08-22,+91,India,4513093758,131037,19,9,2024-04-13,Saturday,10,35,9.0,2021,7,4.7,4,No
390,Thomas Green,Female,21,Sales,Account Manager,1,2020-04-02,+91,India,4132722763,131917,20,16,2024-05-28,Tuesday,15,70,5.0,2024,5,3.33,2,No
391,Melissa Parker,Other,60,Marketing,Content Lead,3,2013-04-20,+44,UK,1153746675,133093,37,8,2024-11-28,Thursday,13,50,,2019,12,1.27,4,No
392,George Cooley,Female,48,IT,Tester,5,2023-04-04,+91,India,4014608187,72367,25,0,2024-04-02,Tuesday,10,60,,2023,2,5.0,4,No
393,Anthony Dominguez,Male,25,Support,Helpdesk,2,2015-06-23,+49,Germany,7444903977,32438,18,29,2024-12-24,Tuesday,7,48,9.0,2021,10,1.57,3,No
394,Katherine Webster,Male,49,Finance,Accountant,1,2023-02-24,+91,India,0394491955,59217,4,22,2024-05-20,Monday,13,63,,2023,2,5.53,3,No
395,Heather Martinez,Other,59,Sales,Account Manager,1,2013-04-28,+49,Germany,5230756404,175726,35,16,2024-02-07,Wednesday,13,70,8.0,2024,12,0.33,4,No
396,Gregory Adams,Female,41,Marketing,SEO Analyst,3,2013-11-16,+33,France,3009997655,32496,15,15,2024-06-27,Thursday,12,44,,2014,12,4.5,3,No
397,Pamela Smith,Female,27,IT,Engineer,4,2016-12-18,+44,UK,0491983369,30860,15,29,2024-02-08,Thursday,6,16,,2021,9,2.17,3,No
398,Steven Lewis,Female,48,Sales,Sales Executive,5,2018-12-25,+91,India,0105326248,84698,34,4,2024-02-25,Sunday,10,57,4.0,2024,7,2.53,4,No
399,Veronica Washington,Male,39,Sales,Sales Executive,5,2022-01-19,+1,USA,2685162602,41440,6,7,2024-02-10,Saturday,6,55,2.0,2023,3,7.63,3,No
400,John Smith,Other,41,Finance,Accountant,1,2019-11-27,+33,France,7600475761,69711,22,4,2024-09-27,Friday,9,41,,2019,6,4.93,3,No
401,John Gonzalez,Other,60,IT,Developer,1,2013-02-10,+33,France,7573683319,112591,32,24,2024-03-13,Wednesday,2,57,,2021,12,-0.4,1,Yes
402,Stacey Smith,Male,41,Marketing,SEO Analyst,5,2021-06-19,+1,Canada,3142028886,63692,38,21,2024-12-12,Thursday,15,60,,2021,4,-1.1,2,Yes
403,Jonathan Armstrong,Female,47,Sales,Account Manager,5,2014-07-15,+44,UK,3134214593,34950,30,13,2024-07-23,Tuesday,13,73,1.0,2017,11,1.83,3,No
404,Edwin Greene,Male,55,IT,Developer,1,2013-04-19,+91,India,1522139138,162717,10,30,2024-01-05,Friday,6,68,,2022,12,3.0,5,No
405,Jessica Clark,Male,49,IT,Tester,4,2011-07-05,+1,Canada,3232962838,104563,20,24,2024-07-12,Friday,5,20,,2014,14,2.0,3,No
406,Jody Johnson DDS,Male,29,Sales,Sales Executive,2,2023-06-13,+33,France,1727079379,83355,31,13,2024-03-17,Sunday,7,80,1.0,2024,2,1.63,2,Yes
407,Amy Moore,Female,43,IT,Tester,2,2014-06-25,+1,USA,1807908724,98962,2,21,2024-11-01,Friday,7,16,,2024,11,6.1,4,No
408,Noah Stewart,Male,37,Support,Support Engineer,3,2021-06-16,+33,France,5156606256,53289,22,11,2024-04-07,Sunday,2,17,4.0,2022,4,3.77,5,No
409,Gabriel Hess,Male,29,HR,HR Manager,4,2017-02-12,+44,UK,0606208281,67267,38,2,2024-06-05,Wednesday,6,45,,2019,8,2.07,3,No
410,Kimberly Larson,Male,23,Marketing,Content Lead,4,2015-05-19,+44,UK,6684298769,64955,8,5,2024-11-28,Thursday,3,35,,2021,10,7.57,2,No
411,Mrs. Melissa Thompson DDS,Other,47,Marketing,SEO Analyst,3,2023-05-28,+1,USA,7192764186,32693,37,12,2024-08-09,Friday,3,52,,2024,2,0.6,4,No
412,Dr. Steven Blair,Other,48,Support,Support Engineer,1,2010-11-09,+1,USA,2830782534,168715,9,10,2024-08-01,Thursday,11,9,2.0,2011,15,6.53,2,No
413,Courtney Miller,Other,60,Finance,Auditor,5,2020-03-12,+1,Canada,7525794846,69898,37,29,2024-06-02,Sunday,6,41,,2022,5,-2.23,2,Yes
414,Karen Mcknight,Female,44,Finance,Auditor,4,2012-04-22,+1,Canada,5074890850,76888,22,2,2024-12-06,Friday,15,72,,2022,13,5.27,4,No
415,Sonya Martin,Female,23,IT,Engineer,4,2020-08-11,+1,Canada,5498892955,77513,11,22,2024-12-04,Wednesday,11,17,,2024,5,4.13,1,No
416,Dr. Pamela Wilcox,Female,31,Finance,Auditor,2,2021-02-26,+1,Canada,3482104113,144517,40,29,2024-06-27,Thursday,13,73,,2022,4,-2.83,4,No
417,Heather Hampton,Male,56,Finance,Auditor,3,2016-01-22,+44,UK,0900538360,125280,19,1,2024-06-05,Wednesday,15,62,,2020,9,6.03,3,No
418,James Taylor Jr.,Other,42,Sales,Account Manager,5,2023-07-12,+1,Canada,6266571379,127848,26,25,2024-08-24,Saturday,10,7,1.0,2023,2,0.63,3,No
419,Tamara Figueroa,Female,42,Marketing,Content Lead,5,2022-08-05,+33,France,6239644991,41729,7,7,2024-05-14,Tuesday,8,9,,2023,3,7.43,3,No
420,Aaron Martin,Female,60,Sales,Account Manager,2,2020-04-04,+49,Germany,8123636760,115766,31,11,2024-04-19,Friday,13,76,6.0,2020,5,1.97,4,No
421,Carlos Washington,Male,45,Finance,Auditor,5,2017-11-20,+1,Canada,6545743528,123401,22,17,2024-05-12,Sunday,5,44,,2022,8,2.77,4,No
422,Brittany Callahan,Female,60,Marketing,Content Lead,1,2019-12-06,+91,India,1347304398,155850,0,13,2024-07-21,Sunday,13,72,,2023,6,7.83,3,No
423,Andrew Gonzalez,Female,33,Sales,Account Manager,3,2021-05-17,+91,India,5044881310,127997,39,3,2024-11-17,Sunday,1,55,7.0,2022,4,1.7,4,No
424,Mr. Ricky Nichols,Male,27,Marketing,Content Lead,5,2016-05-08,+44,UK,4734582365,156714,2,23,2024-08-27,Tuesday,10,64,,2018,9,5.77,4,No
425,Sarah Ward,Other,58,Marketing,SEO Analyst,1,2010-03-04,+91,India,5424998365,149436,17,15,2024-03-05,Tuesday,12,6,,2016,15,4.1,3,No
426,Cristina Martin,Male,30,Sales,Account Manager,3,2022-09-27,+91,India,1307714753,36058,26,6,2024-07-21,Sunday,13,76,5.0,2023,3,3.8,3,No
427,Alexandra Dalton,Other,46,Finance,Accountant,4,2022-11-15,+44,UK,0139188574,159792,8,0,2024-01-04,Thursday,8,50,,2022,3,8.4,3,No
428,Melissa Arias,Female,47,Sales,Account Manager,3,2020-07-05,+49,Germany,4916924939,74415,25,27,2024-04-07,Sunday,3,29,5.0,2020,5,0.5,3,No
429,Richard Smith,Other,33,Finance,Auditor,2,2017-11-14,+1,Canada,7508925273,43491,2,10,2024-06-09,Sunday,8,79,,2024,8,7.93,4,No
430,Lori Smith,Male,29,Sales,Sales Executive,4,2010-03-19,+49,Germany,5551599986,46600,29,7,2024-06-06,Thursday,4,53,10.0,2017,15,3.03,5,No
431,Alex Taylor,Female,40,IT,Developer,3,2015-12-20,+91,India,2440297696,57166,4,4,2024-11-21,Thursday,15,72,,2016,10,8.53,3,No
432,Rachael Johnson,Male,40,Support,Support Engineer,5,2022-03-17,+49,Germany,6123538417,159746,2,1,2024-10-26,Saturday,13,19,3.0,2022,3,9.43,4,No
433,David Bryant,Female,53,Sales,Sales Executive,4,2021-02-24,+33,France,7882226520,175837,27,18,2024-10-01,Tuesday,8,31,3.0,2022,4,1.6,2,Yes
434,James Flores,Female,52,Support,Support Engineer,1,2017-04-11,+33,France,2734155811,80388,19,23,2024-09-17,Tuesday,2,11,4.0,2023,8,2.37,1,No
435,David Haynes,Other,52,Support,Support Engineer,5,2016-02-13,+44,UK,9831857619,171878,17,29,2024-06-10,Monday,7,26,4.0,2016,9,1.77,4,No
436,Marco Chambers,Male,59,Marketing,SEO Analyst,4,2021-08-03,+1,USA,0977124484,85221,17,15,2024-05-01,Wednesday,8,61,,2022,4,4.1,4,No
437,Todd Marsh,Other,48,HR,HR Executive,1,2020-08-24,+33,France,1691871702,59266,16,6,2024-06-06,Thursday,15,60,,2021,5,5.8,3,No
438,Sydney Robinson,Other,37,Marketing,SEO Analyst,2,2023-01-09,+49,Germany,6834592641,169877,7,0,2024-08-28,Wednesday,2,5,,2023,2,8.6,3,No
439,Kelly Watkins,Female,55,Marketing,SEO Analyst,3,2016-05-21,+33,France,0574316589,78917,28,20,2024-12-24,Tuesday,8,17,,2018,9,1.07,3,No
440,Dr. Kathryn Meyer MD,Male,54,Sales,Sales Executive,1,2022-11-12,+33,France,4784145293,135185,36,2,2024-01-11,Thursday,3,24,5.0,2023,3,2.47,3,No
441,Amy Guerrero,Female,25,Sales,Sales Executive,4,2011-06-11,+91,India,5197419882,110287,12,26,2024-05-23,Thursday,11,43,9.0,2017,14,3.27,3,No
442,Lindsey Holmes,Other,27,Support,Helpdesk,2,2014-12-11,+49,Germany,3390526756,50125,27,1,2024-12-27,Friday,10,45,4.0,2017,11,4.43,4,No
443,Donald Cummings,Female,25,HR,HR Manager,3,2016-01-19,+91,India,2451775813,110690,7,17,2024-12-11,Wednesday,11,43,,2017,9,5.77,5,No
444,Brittney Booth,Other,49,IT,Tester,1,2021-10-02,+44,UK,2282588036,47150,5,18,2024-01-28,Sunday,15,66,,2021,4,6.0,3,No
445,Ashley Hoffman,Female,34,Sales,Account Manager,5,2013-02-15,+1,Canada,3200159116,121514,22,2,2024-06-10,Monday,9,22,9.0,2019,12,5.27,4,No
446,Oscar Reid,Female,30,Support,Helpdesk,5,2011-07-06,+33,France,6847429567,179581,24,13,2024-02-02,Friday,15,47,2.0,2024,14,3.03,4,No
447,Sarah Smith,Female,29,Sales,Sales Executive,1,2016-11-16,+1,Canada,6348753028,161650,31,27,2024-05-10,Friday,7,70,10.0,2020,9,-0.7,3,No
448,William Chavez,Male,58,IT,Tester,5,2020-03-13,+91,India,5847505847,94497,33,29,2024-04-23,Tuesday,15,42,,2022,5,-1.43,4,No
449,Angela Rodriguez,Female,57,Finance,Accountant,3,2022-12-26,+33,France,3227692283,42163,5,1,2024-12-19,Thursday,9,48,,2022,3,8.83,3,No
450,John White,Male,60,IT,Developer,4,2020-03-24,+1,USA,2831648252,46869,23,15,2024-09-05,Thursday,12,71,,2022,5,2.9,2,Yes
451,Juan Hardy,Female,45,Support,Helpdesk,5,2016-04-13,+91,India,5232775635,77555,40,13,2024-11-17,Sunday,12,38,10.0,2020,9,-0.17,4,No
452,Elizabeth Foley,Male,34,Support,Support Engineer,2,2023-10-02,+91,India,3843720757,33685,33,17,2024-09-10,Tuesday,7,20,6.0,2023,2,0.57,3,No
453,Raven Williams,Male,53,IT,Engineer,4,2022-05-12,+49,Germany,9290596612,152409,3,25,2024-01-21,Sunday,4,57,,2023,3,5.23,4,No
454,Miss Shannon Turner,Other,43,IT,Engineer,4,2021-03-11,+44,UK,3855223132,110233,4,19,2024-09-19,Thursday,10,30,,2022,4,6.03,4,No
455,Grace Cruz,Female,43,IT,Developer,3,2021-07-03,+49,Germany,1666481419,111332,13,8,2024-07-10,Wednesday,8,75,,2021,4,6.07,3,No
456,Robert Morrow,Male,46,Marketing,Content Lead,5,2022-06-27,+44,UK,9169959649,141468,24,26,2024-10-18,Friday,3,73,,2023,3,0.87,3,No
457,Aaron Davis,Male,48,Support,Helpdesk,4,2018-05-08,+44,UK,7710988241,88349,32,15,2024-08-02,Friday,5,27,6.0,2019,7,1.1,3,No
458,Trevor Williams,Female,47,HR,HR Executive,3,2014-01-06,+33,France,0513673012,119643,1,19,2024-09-14,Saturday,5,54,,2016,11,6.63,4,No
459,Albert Chavez,Other,32,Sales,Account Manager,1,2022-04-11,+1,Canada,0651910674,161632,1,23,2024-12-05,Thursday,14,79,8.0,2023,3,5.97,1,No
460,Nichole Fitzgerald,Male,34,Marketing,SEO Analyst,4,2023-06-20,+91,India,1864255792,53266,13,28,2024-06-14,Friday,3,19,,2024,2,2.73,4,No
461,Chelsey Roberts,Other,60,Finance,Accountant,4,2010-10-12,+1,USA,7757093846,67827,23,29,2024-11-25,Monday,11,38,,2015,15,0.57,2,Yes
462,Brian Rice,Female,27,Support,Support Engineer,2,2021-03-05,+33,France,6610194112,116235,17,10,2024-06-17,Monday,3,22,2.0,2021,4,4.93,3,No
463,Jo Warren,Female,58,Finance,Accountant,2,2012-04-04,+1,Canada,0956763576,35093,5,17,2024-04-05,Friday,1,20,,2018,13,6.17,4,No
464,Cynthia Clark,Female,60,Sales,Account Manager,3,2011-03-25,+44,UK,1420447116,155870,6,19,2024-03-23,Saturday,3,24,4.0,2016,14,5.63,3,No
465,Mary Hudson,Other,32,Support,Helpdesk,3,2023-09-27,+44,UK,8326603229,140627,34,18,2024-01-15,Monday,12,23,10.0,2024,2,0.2,4,No
466,Jacqueline Knight,Female,28,IT,Developer,5,2023-03-25,+33,France,8768711437,93057,15,3,2024-02-28,Wednesday,3,52,,2024,2,6.5,4,No
467,Sydney Sweeney,Female,25,Finance,Auditor,2,2014-10-17,+91,India,8712974496,107898,8,14,2024-10-02,Wednesday,12,74,,2017,11,6.07,3,No
468,Deborah Harris,Male,59,HR,HR Executive,3,2016-07-12,+1,USA,0457154765,169457,34,18,2024-05-02,Thursday,13,51,,2019,9,0.2,2,Yes
469,Samantha Curtis,Female,40,Finance,Auditor,3,2020-03-21,+44,UK,4019652851,173633,38,3,2024-10-12,Saturday,6,37,,2021,5,1.9,3,No
470,Brett Armstrong,Male,60,HR,HR Executive,4,2011-06-08,+44,UK,4074790495,92312,39,17,2024-12-27,Friday,1,20,,2013,14,-0.63,1,Yes
471,David Zamora,Female,22,HR,HR Manager,2,2017-08-05,+1,Canada,8489134705,35152,11,0,2024-05-07,Tuesday,5,30,,2024,8,7.8,3,No
472,Gregory Contreras,Male,37,Finance,Accountant,4,2020-07-14,+49,Germany,9767140625,162437,37,12,2024-09-23,Monday,10,20,,2023,5,0.6,2,Yes
473,Brian Peterson,Other,44,IT,Engineer,4,2012-06-01,+49,Germany,0859399381,129971,38,17,2024-03-17,Sunday,7,43,,2019,13,-0.43,4,No
474,Frank Ross,Male,54,Finance,Auditor,3,2016-11-16,+91,India,0182909249,175948,40,17,2024-07-12,Friday,13,39,,2023,9,-0.83,2,Yes
475,Kelsey Moore,Male,35,Sales,Account Manager,4,2021-07-20,+33,France,0588321371,162702,12,14,2024-12-14,Saturday,2,25,4.0,2024,4,5.27,3,No
476,Louis Davis,Male,24,HR,HR Manager,3,2020-04-02,+44,UK,5988527329,76735,12,25,2024-03-08,Friday,14,9,,2022,5,3.43,4,No
477,Daniel Ruiz,Other,49,Sales,Sales Executive,3,2011-01-15,+1,USA,0530974469,64651,17,4,2024-07-04,Thursday,12,22,6.0,2022,14,5.93,4,No
478,Lauren Preston,Other,55,Marketing,Content Lead,5,2010-01-21,+44,UK,2135663145,94382,2,3,2024-09-01,Sunday,5,67,,2011,15,9.1,4,No
479,Shawn Grant,Other,56,IT,Tester,3,2020-05-17,+33,France,7495687201,140237,21,1,2024-09-04,Wednesday,3,61,,2021,5,5.63,3,No
480,Pamela Castro,Other,51,Support,Helpdesk,4,2011-05-04,+33,France,2244272315,77476,9,6,2024-09-01,Sunday,3,14,3.0,2012,14,7.2,4,No
481,Brian Thompson,Female,21,IT,Developer,4,2023-05-07,+49,Germany,8809327376,36213,5,25,2024-10-12,Saturday,8,79,,2023,2,4.83,3,No
482,Anthony Jennings,Other,43,Support,Support Engineer,1,2017-04-22,+33,France,6879155165,60868,33,6,2024-06-12,Wednesday,9,26,6.0,2018,8,2.4,3,No
483,Jennifer Fernandez,Other,52,IT,Tester,4,2019-10-13,+49,Germany,3798366312,42425,39,19,2024-12-16,Monday,8,52,,2024,6,-0.97,2,Yes
484,Mary Patterson,Other,31,Sales,Sales Executive,1,2021-11-10,+49,Germany,1346268062,171672,7,14,2024-09-04,Wednesday,2,35,9.0,2022,4,6.27,3,No
485,Antonio Johnson,Female,47,Sales,Sales Executive,5,2018-09-04,+49,Germany,3605750159,64927,37,15,2024-06-27,Thursday,4,73,3.0,2019,7,0.1,5,No
486,Thomas Gomez,Female,59,Sales,Sales Executive,2,2018-11-03,+1,USA,6800382348,51461,19,20,2024-02-12,Monday,13,79,10.0,2023,7,2.87,3,No
487,Stephanie Ryan,Male,33,IT,Developer,3,2014-04-11,+91,India,2120882686,31689,5,11,2024-12-24,Tuesday,9,45,,2023,11,7.17,4,No
488,Lydia Thomas,Other,39,Finance,Auditor,4,2010-08-04,+44,UK,4033961587,151142,29,14,2024-10-05,Saturday,5,71,,2018,15,1.87,4,No
489,Jonathan Green,Male,47,Finance,Accountant,1,2010-12-04,+33,France,4871064800,44069,22,7,2024-07-16,Tuesday,5,24,,2015,15,4.43,3,No
490,Cheryl Jimenez,Other,57,HR,HR Manager,2,2018-09-26,+44,UK,1711661801,178046,30,2,2024-03-16,Saturday,6,70,,2021,7,3.67,4,No
491,Kendra Grant,Female,51,Sales,Account Manager,4,2021-04-24,+1,Canada,0093417353,109973,1,18,2024-07-19,Friday,8,51,5.0,2023,4,6.8,3,No
492,Crystal Conway,Male,34,Marketing,SEO Analyst,5,2022-08-08,+91,India,4400898494,56917,16,5,2024-06-15,Saturday,9,66,,2024,3,5.97,3,No
493,Nancy Bell,Other,59,IT,Tester,5,2015-12-10,+33,France,7267373383,89449,14,0,2024-02-18,Sunday,6,57,,2021,10,7.2,5,No
494,Katrina Thomas,Female,53,HR,HR Manager,2,2019-09-21,+44,UK,4678486515,152708,23,23,2024-10-18,Friday,12,16,,2021,6,1.57,3,No
